Pixels #,Intensity (a.u.),Wavelength (nm),Filtered Intensity (a.u.),Baselined Filtered Intensity (a.u.)
0.0,0.770383,536.5857248458486,0.770363,-0.007501937252870627
1.0,0.770363,536.6446589565031,0.770383,-0.007481944648422778
2.0,0.772853,536.7035930671576,0.770363,-0.007501959419941251
3.0,0.769969,536.762527177812,0.770063,-0.007801981587033491
4.0,0.770063,536.8214612884665,0.770063,-0.0078020114435367605
5.0,0.770494,536.880395399121,0.770494,-0.007371048989480156
6.0,0.77075,536.9393295097755,0.770677,-0.007188093802738216
7.0,0.770677,536.99826362043,0.770677,-0.0071881457040148256
8.0,0.770624,537.0571977310843,0.770624,-0.007241204693360537
9.0,0.770556,537.1161318417388,0.770556,-0.007309270822778324
10.0,0.770245,537.1750659523933,0.770556,-0.007309344158972886
11.0,0.770617,537.2340000630478,0.770617,-0.007248424702015366
12.0,0.774907,537.2929341737023,0.770744,-0.0071215123922041546
13.0,0.770744,537.3518682843567,0.770744,-0.007121607105144978
14.0,0.769937,537.4108023950112,0.770744,-0.007121708840929997
15.0,0.77201,537.4697365056657,0.770645,-0.00722081759965798
16.0,0.770645,537.5286706163201,0.770645,-0.007220933478472413
17.0,0.770505,537.5876047269746,0.770645,-0.00722105647748561
18.0,0.771845,537.646538837629,0.770505,-0.007361186596817393
19.0,0.769538,537.7054729482835,0.770209,-0.0076573239737911525
20.0,0.770209,537.764407058938,0.770209,-0.007657468898507602
21.0,0.771225,537.8233411695925,0.770762,-0.007104621371107678
22.0,0.770762,537.882275280247,0.770762,-0.007104780849893411
23.0,0.769973,537.9412093909013,0.769973,-0.007893947335019802
24.0,0.769925,538.0001435015558,0.769973,-0.007894121599580806
25.0,0.77022,538.0590776122103,0.77022,-0.00764730364374544
26.0,0.770496,538.1180117228648,0.770496,-0.007371493225830972
27.0,0.77091,538.1769458335193,0.77091,-0.0069576900756467275
28.0,0.771053,538.2358799441737,0.77091,-0.006957893787587821
29.0,0.770043,538.2948140548282,0.770427,-0.007441104361852413
