,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2742339924312,111.38279719999193,0.534379869339696,0.025233992431139995
1,588.2135811823374,8.85985202800266,0.5276112537669758,0.024581182337442442
2,594.4975748571591,16.212930204782474,0.5308195265966962,0.014574857159118437
3,607.4266800619197,16.447522493687718,0.549060391832747,-0.007319938080286192
4,609.6058222426695,28.370008529766856,0.5530588533864393,-0.010177757330438908
5,614.2910935262057,40.37786635643456,0.5607735832597243,-0.014906473794326303
6,616.3409364104295,12.064460939807441,0.5645729997448465,-0.018063589570488148
7,621.7033431507679,8.421096355504405,0.577787805780096,-0.024656849232087552
8,626.627484736935,24.398005760699746,0.5830513076110695,-0.02151526306499818
9,630.4601137956755,9.471279303184428,0.5928309022069934,-0.01888620432453081
10,633.4268811388242,22.266890700629247,0.6018302044504025,-0.016118861175755228
11,638.2923902561382,36.99664467049216,0.60923442353703,-0.006609743861758943
12,640.2233446159562,54.32008724291014,0.6145788374206097,-0.0016553840438291445
13,650.6847229892396,39.20109661009734,0.630621621510524,0.031722989239597155
14,653.331797043311,11.30358553764568,0.6317340895017337,0.043797043310974004
