,Pixels #,Intensity (a.u.),Filtered Intensity (a.u.),Baselined Filtered Intensity (a.u.),Wavelength (nm),Raman shift (cm-1),Raman shift (cm-1) adjusted
44,44.0,7.56739,7.56702,0.0006109652592574122,545.5904740989741,468.226722389691,466.9018273601261
45,45.0,7.56702,7.56702,0.0006109696128469011,545.6455069265388,470.0753288432841,468.7462193677761
46,46.0,7.56631,7.5669,0.0004909745774064334,545.7005397541035,471.9235624402163,470.5902393688024
47,47.0,7.5669,7.5669,0.0004909800329402358,545.7555725816683,473.771423293288,472.4338874757482
48,48.0,7.568,7.56748,0.0010709859794530985,545.810605409233,475.61891151523884,474.27716380109615
49,49.0,7.56748,7.56755,0.0011409929969525834,545.8656382367976,477.466027218776,476.1200684572965
50,50.0,7.56755,7.56748,0.001071001155445117,545.9206710643623,479.3127705165568,477.9626015567497
51,51.0,7.56558,7.56577,-0.0006389896150613694,545.975703891927,481.159141521195,479.80476321181277
52,52.0,7.56577,7.56577,-0.0006389810245570615,546.0307367194916,483.0051403452592,481.6465535347977
53,53.0,7.56611,7.56611,-0.00029897307303361487,546.0857695470563,484.85076710126555,483.48797263796416
54,54.0,7.56618,7.56611,-0.00029896542048302166,546.140802374621,486.69602190169576,485.32902063353737
55,55.0,7.56522,7.56618,-0.00022895806689771092,546.1958352021858,488.54090485898155,487.1696976336927
56,56.0,7.56689,7.56689,0.00048104905772916595,546.2508680297504,490.38541608550054,489.0100037505516
57,57.0,7.56801,7.56689,0.0004810566634043667,546.3059008573151,492.2295556935978,490.8499390962031
58,58.0,7.56594,7.56632,-8.89352498631979e-05,546.3609336848798,494.07332379557045,492.68950378268823
59,59.0,7.56632,7.56632,-8.892725206521845e-05,546.4159665124445,495.91672050366617,494.52869792199874
60,60.0,7.56655,7.56655,0.0001410806568049594,546.4709993400091,497.7597459300889,496.36752162608286
61,61.0,7.56663,7.56655,0.00014108870675588747,546.5260321675738,499.60240018699943,498.20597500684556
62,62.0,7.56435,7.56435,-0.002058903102204468,546.5810649951386,501.4446833865173,500.0440581761508
63,63.0,7.56379,7.56379,-0.0026188969700680076,546.6360978227033,503.28659564069903,501.88177124579977
64,64.0,7.56279,7.56379,-0.0026188934568285305,546.691130650268,505.12813706157743,503.7191143275697
65,65.0,7.5651,7.56466,-0.0017488925624826734,546.7461634778326,506.969307761129,505.5560875331818
66,66.0,7.56466,7.5651,-0.001308893417029111,546.8011963053973,508.81010785128666,507.39269097431395
67,67.0,7.56618,7.56609,-0.0003188955804693805,546.856229132962,510.6505374439423,509.2289247626029
68,68.0,7.56609,7.56618,-0.0002288980628053494,546.9112619605266,512.4905966509378,511.0647890096355
69,69.0,7.56676,7.56609,-0.000318900774039399,546.9662947880914,514.3302855840741,512.9002838269577
70,70.0,7.56528,7.56676,0.0003510961958266279,547.0213276156561,516.1696043550998,514.7354093260635
71,71.0,7.56694,7.56694,0.0005310935167877062,547.0763604432208,518.0085530757244,516.5701656184079
72,72.0,7.56787,7.56716,0.0007510913688424381,547.1313932707855,519.8471318576168,518.4045528154048
73,73.0,7.56716,7.56716,0.0007510899719882502,547.1864260983501,521.6853408123909,520.2385710284141
74,74.0,7.56549,7.56549,-0.0009189106737768071,547.2414589259148,523.5231800516221,522.0722203687563
75,75.0,7.564,7.56487,-0.0015389122384519283,547.2964917534795,525.3606496868402,523.9055009477074
76,76.0,7.56487,7.564,-0.0024089153420385756,547.3515245810443,527.1977498295336,525.7384128765013
77,77.0,7.56323,7.56487,-0.0015389208545411037,547.4065574086089,529.0344805911344,527.5709562663164
78,78.0,7.56504,7.56504,-0.0013689279059647674,547.4615902361736,530.8708420830379,529.4031312282938
79,79.0,7.566,7.566,-0.0004089363263162227,547.5166230637383,532.7068344165962,531.2349378735316
80,80.0,7.56738,7.56738,0.0009710548443964129,547.571655891303,534.5424577031152,533.0663763130824
81,81.0,7.56858,7.56858,0.0021710469861631054,547.6266887188676,536.377712053854,534.8974466579513
82,82.0,7.56867,7.56867,0.0022610412989774176,547.6817215464323,538.2125975800277,536.7281490190998
83,83.0,7.56871,7.56867,0.0022610378728327163,547.7367543739971,540.0471143928104,538.5584835074487
84,84.0,7.56803,7.56819,0.0017810367077268907,547.7917872015618,541.8812626033242,540.3884502338669
85,85.0,7.56819,7.56803,0.0016210373236562603,547.8468200291264,543.7150423226499,542.2180493091817
86,86.0,7.56783,7.56783,0.0014210395606228943,547.9018528566911,545.5484536618293,544.0472808441818
87,87.0,7.5656,7.56698,0.0005710432186294412,547.9568856842558,547.3814967318501,545.8761449496021
88,88.0,7.56698,7.56566,-0.0007489525523203255,548.0119185118205,549.2141716436629,547.7046417361399
89,89.0,7.56566,7.56608,-0.0003289490722231392,548.0669513393851,551.0464785081688,549.5327713144438
90,90.0,7.56608,7.56608,-0.00032894592107446385,548.1219841669498,552.8784174362294,551.3605337951225
91,91.0,7.56643,7.56643,2.105690112763625e-05,548.1770169945146,554.709988538659,553.1879292887376
92,92.0,7.56719,7.56692,0.0005110597443858111,548.2320498220793,556.5411919262217,555.0149579058008
93,93.0,7.56692,7.56692,0.0005110630987044118,548.2870826496439,558.3720277096472,556.8416197567892
94,94.0,7.56611,7.56692,0.0005110669640862042,548.3421154772086,560.2024959996152,558.6679149521303
95,95.0,7.56717,7.56717,0.0007610713405350467,548.3971483047733,562.0325969067597,560.493843602206
96,96.0,7.56827,7.56717,0.0007610764780547896,548.452181132338,563.8623305416761,562.3194058173593
97,97.0,7.56706,7.56773,0.0013210823766502955,548.5072139599026,565.6916970149116,564.1446017078855
98,98.0,7.56773,7.56706,0.0006510895963280916,548.5622467874674,567.5206964369703,565.9694313840369
99,99.0,7.56649,7.56649,8.109746709550336e-05,548.6172796150321,569.3493289183065,567.7938949560156
100,100.0,7.56491,7.56491,-0.0014988945810401333,548.6723124425968,571.1775945693373,569.6179925339875
101,101.0,7.56395,7.56491,-0.0014988881280704192,548.7273452701614,573.0054935004325,571.4417242280704
102,102.0,7.56529,7.56529,-0.0011188831739890048,548.7823780977261,574.8330258219161,573.2650901483369
103,103.0,7.56665,7.56665,0.0002411206612098482,548.8374109252908,576.6601916440732,575.0880904048206
104,104.0,7.5678,7.5678,0.001391124737530447,548.8924437528555,578.4869910771409,576.9107251075076
105,105.0,7.56934,7.56895,0.002541130204976483,548.9474765804202,580.3134242313135,578.7329943663404
106,106.0,7.56895,7.56895,0.002541138213551619,549.0025094079849,582.139491216735,580.5548982912123
107,107.0,7.56776,7.56776,0.001351148763265364,549.0575422355496,583.9651921435126,582.3764369919795
108,108.0,7.56611,7.56611,-0.00029883933587093736,549.1125750631143,585.7905271217079,584.1976105784527
109,109.0,7.56415,7.56415,-0.002258827733848001,549.1676078906789,587.6154962613373,586.0184191603971
110,110.0,7.5636,7.56415,-0.0022588183906524506,549.2226407182436,589.4400996723733,587.838862847535
111,111.0,7.56484,7.56484,-0.0015688113062752862,549.2776735458083,591.2643374647434,589.6589417495429
112,112.0,7.56705,7.56588,-0.0005288057907106847,549.3327063733731,593.0882097483358,591.4786559760586
113,113.0,7.56588,7.56588,-0.000528800803952123,549.3877392009377,594.9117166329866,593.2980056366678
114,114.0,7.56511,7.56511,-0.0012987963459947238,549.4427720285024,596.7348582284907,595.1169908409152
115,115.0,7.56464,7.56511,-0.0012987931868329028,549.4978048560671,598.5576346446043,596.9356116983065
116,116.0,7.56591,7.56559,-0.0008187913264636748,549.5528376836318,600.3800459910353,598.7538683182999
117,117.0,7.56559,7.56591,-0.000498790284886752,549.6078705111964,602.2020923774469,600.5717608103082
118,118.0,7.56711,7.56711,0.0007012102579002644,549.6629033387611,604.0237739134602,602.3892892837029
119,119.0,7.568,7.568,0.0015912115018972273,549.7179361663259,605.8450907086557,604.2064538478144
120,120.0,7.56881,7.568,0.0015912143371048515,549.7729689938906,607.6660428725572,606.023254611917
121,121.0,7.5673,7.5673,0.0008912187635266022,549.8280018214552,609.4866305146606,607.8396916852569
122,122.0,7.56638,7.56638,-2.877591883354569e-05,549.8830346490199,611.3068537444075,609.6557651770261
123,123.0,7.56548,7.56638,-2.877062996908819e-05,549.9380674765846,613.1267126712023,611.4714751963797
124,124.0,7.56766,7.56766,0.0012512346301249977,549.9931003041493,614.9462074044,613.2868218524234
125,125.0,7.56864,7.56864,0.002231241141453566,550.0481331317139,616.7653380533162,615.1018052542237
126,126.0,7.56912,7.56867,0.0022612498840226536,550.1031659592786,618.5841047272193,616.9164255107995
127,127.0,7.56867,7.56896,0.002551260887841522,550.1581987868434,620.4025075353422,618.7306827311352
128,128.0,7.56896,7.56867,0.0022612744429224563,550.2132316144081,622.2205465868558,620.5445770241523
129,129.0,7.56737,7.56737,0.000961290259278158,550.2682644419727,624.0382219909043,622.3581084987464
130,130.0,7.5663,7.5663,-0.00010869296307713938,550.3232972695374,625.8555338565847,624.1712772637659
131,131.0,7.56501,7.56501,-0.0013986762941247122,550.3783300971021,627.6724822929457,625.9840834280108
132,132.0,7.56388,7.56388,-0.002528661023848855,550.4333629246668,629.4890674089977,627.7965271002429
133,133.0,7.56333,7.56333,-0.0030786482822353634,550.4883957522314,631.3052893137049,629.608608389178
134,134.0,7.56279,7.56279,-0.0036186386192689213,550.5434285797962,633.1211481159908,631.4203274034913
135,135.0,7.5618,7.56218,-0.004228632574941216,550.5984614073609,634.9366439247243,633.2316842518036
136,136.0,7.56218,7.56218,-0.004228630759246066,550.6534942349256,636.7517768487443,635.0426790427056
137,137.0,7.56349,7.56349,-0.0029186331721815506,550.7085270624902,638.5665469968416,636.8533118847399
138,138.0,7.56674,7.56674,0.0003313614962507927,550.7635598900549,640.380954477764,638.6635828864067
139,139.0,7.56739,7.56739,0.0009813564960428067,550.8185927176196,642.1949994002115,640.473492156158
140,140.0,7.56828,7.5681,0.0016913524771933197,550.8736255451843,644.0086818728448,642.2830398024068
141,141.0,7.5681,7.5681,0.0016913501496951255,550.928658372749,645.822002004286,644.0922259335276
142,142.0,7.56707,7.56707,0.0006613495135461278,550.9836912003137,647.6349599030982,645.901050657836
143,143.0,7.56637,7.56707,0.0006613495387464141,551.0387240278784,649.4475556778167,647.7095140836196
144,144.0,7.56944,7.56925,0.002841350225296857,551.0937568554431,651.2597894369268,649.5176163191169
145,145.0,7.56925,7.56944,0.003031353753198296,551.1487896830077,653.0716612888725,651.3253574725242
146,146.0,7.56969,7.56925,0.0028413603124528564,551.2038225105724,654.8831713420544,653.1327376519952
147,147.0,7.56791,7.56815,0.0017413697130681527,551.2588553381371,656.6943197048257,654.939756965636
148,148.0,7.56815,7.56791,0.001501380855052581,551.3138881657019,658.5051064855046,656.7464155215179
149,149.0,7.56707,7.56707,0.0006613934984178726,551.3689209932666,660.3155317923553,658.5527134276581
150,150.0,7.56565,7.56565,-0.000758593196823476,551.4239538208312,662.1255957336069,660.3586507920393
151,151.0,7.56525,7.5655,-0.0009085806506581307,551.4789866483959,663.9352984174415,662.1642277225967
152,152.0,7.5655,7.5655,-0.0009085690130730129,551.5340194759606,665.7446399520013,663.969444327226
153,153.0,7.56624,7.56624,-0.0001685582840575961,551.5890523035252,667.5536204453839,665.7743007137785
154,154.0,7.5664,7.5664,-8.547723600038637e-06,551.6440851310899,669.3622400056405,667.578796990059
155,155.0,7.56674,7.56674,0.00033146282830909257,551.6991179586546,671.170498740784,669.3829332638339
156,156.0,7.56749,7.56699,0.0005814737116800472,551.7541507862194,672.9783967587875,671.1867096428306
157,157.0,7.56699,7.56699,0.0005814851765260087,551.8091836137841,674.7859341675643,672.9901262347161
158,158.0,7.56621,7.56699,0.0005814972228579407,551.8642164413487,676.593111075003,674.7931831471329
159,159.0,7.56775,7.56669,0.00028150985068808865,551.9192492689134,678.3999275889406,676.5958804876725
160,160.0,7.56669,7.56669,0.0002815227600274639,551.9742820964781,680.206383817173,678.3982183638848
161,161.0,7.56605,7.56644,3.1535950888894604e-05,552.0293149240428,682.0124798674544,680.2001968832785
162,162.0,7.56644,7.56644,3.1549173287181986e-05,552.0843477516074,683.8182158474918,682.001816153315
163,163.0,7.5679,7.56762,0.0012115624272341918,552.1393805791722,685.6235918649575,683.8030762814209
164,164.0,7.56762,7.56762,0.0012115768927438708,552.1944134067369,687.428608027469,685.6039773749686
165,165.0,7.56626,7.56626,-0.00014840743016897306,552.2494462343016,689.2332644426076,687.4045195412942
166,166.0,7.5661,7.5661,-0.0003083919014903458,552.3044790618662,691.0375612179153,689.2047028876943
167,167.0,7.56571,7.5661,-0.00030837668120309303,552.3595118894309,692.8414984608842,691.0045275214161
168,168.0,7.5664,7.5664,-8.361769292086763e-06,552.4145447169956,694.6450762789673,692.8039935496677
169,169.0,7.56766,7.56731,0.0009016531342567191,552.4695775445603,696.4482947795746,694.6031010796139
170,170.0,7.56731,7.56766,0.0012516689394583835,552.524610372125,698.2511540700744,696.4018502183787
171,171.0,7.56956,7.56731,0.0009016859963297819,552.5796431996897,700.0536542577877,698.2002410730379
172,172.0,7.5672,7.56746,0.0010517039548867402,552.6346760272544,701.8557954499962,699.9982737506291
173,173.0,7.56746,7.5672,0.0007917229651477342,552.6897088548191,703.6575777539405,701.795948358148
174,174.0,7.56536,7.56564,-0.000768257232867775,552.7447416823837,705.4590012768136,703.5932650025436
175,175.0,7.56564,7.56536,-0.00104823819914035,552.7997745099484,707.2600661257715,705.3902237907272
176,176.0,7.5651,7.5651,-0.0013082202136507348,552.8548073375131,709.0607724079224,707.1868248295632
177,177.0,7.56373,7.56373,-0.002678203536381929,552.9098401650779,710.861120230338,708.983068225879
178,178.0,7.56217,7.56337,-0.0030381895373166046,552.9648729926425,712.6611097000375,710.77895408645
179,179.0,7.56337,7.56337,-0.003038178576440842,553.0199058202072,714.4607409240058,712.5744825180168
180,180.0,7.56475,7.56475,-0.0016581706537435181,553.0749386477719,716.2600140091843,714.3696536272773
181,181.0,7.56621,7.56475,-0.001658164389216843,553.1299714753366,718.0589290624707,716.1644675208856
182,182.0,7.56447,7.5652,-0.001208159782854601,553.1850043029012,719.8574861907157,717.9589243054486
183,183.0,7.5652,7.56509,-0.001318156384651381,553.2400371304659,721.6556855007368,719.7530240875402
184,184.0,7.56509,7.5652,-0.0012081543046047472,553.2950699580307,723.4535270993063,721.5467669736895
185,185.0,7.56612,7.56612,-0.0002881534327130453,553.3501027855954,725.2510110931421,723.340153070371
186,186.0,7.56701,7.56701,0.0006018471510254031,553.40513561316,727.0481375889343,725.1331824840315
187,187.0,7.56814,7.56814,0.0017318483366111082,553.4601684407247,728.8449066933248,726.9258553210699
188,188.0,7.56881,7.56881,0.002401851254045795,553.5152012682894,730.6413185129146,728.7181716878442
189,189.0,7.57032,7.56897,0.0025618565733314114,553.5702340958541,732.4373731542612,730.5101316906688
190,190.0,7.56897,7.56897,0.0025618644544733726,553.6252669234187,734.2330707238812,732.3017354358176
191,191.0,7.56814,7.56814,0.0017318748974801679,553.6802997509834,736.0284113282429,734.0929830295162
192,192.0,7.568,7.568,0.0015918870723625744,553.7353325785482,737.823395073787,735.8838745779624
193,193.0,7.56765,7.56765,0.0012419008391333364,553.7903654061129,739.6180220668887,737.6744101872891
194,194.0,7.56736,7.56736,0.0009519158478035195,553.8453982336775,741.412292413902,739.464589963608
195,195.0,7.56648,7.56648,7.193180839060176e-05,553.9004310612422,743.2062062211306,741.2544140129801
196,196.0,7.56633,7.56633,-7.805215909151286e-05,553.9554638888069,744.9997635948329,743.0438824414216
197,197.0,7.56546,7.56594,-0.0004680362046247666,554.0104967163716,746.7929646412302,744.8329953549119
198,198.0,7.56594,7.56594,-0.00046802071819485036,554.0655295439362,748.5858094664985,746.6217528593847
199,199.0,7.56674,7.56674,0.00033199430021468856,554.120562371501,750.3782981767791,748.4101550607394
200,200.0,7.5679,7.5679,0.0014920096506187974,554.1755951990657,752.1704308781547,750.1982020648168
201,201.0,7.56894,7.56894,0.0025320264930330794,554.2306280266304,753.9622076766797,751.9858939774296
202,202.0,7.56915,7.56912,0.002712045867474089,554.285660854195,755.7536286783651,753.773230904347
203,203.0,7.56912,7.56912,0.0027120679539605064,554.3406936817597,757.5446939891766,755.5602129512934
204,204.0,7.56885,7.56885,0.0024420927525161673,554.3957265093244,759.3354037150365,757.3468402239491
205,205.0,7.56754,7.56754,0.0011321199931639825,554.4507593368891,761.1257579618301,759.1331128279586
206,206.0,7.5675,7.5675,0.0010921483659318554,554.5057921644539,762.9157568353971,760.9190308689199
207,207.0,7.56611,7.5675,0.001092177830847696,554.5608249920185,764.7054004415342,762.7045944523886
208,208.0,7.56764,7.56715,0.0007422083879404795,554.6158578195832,766.4946888859963,764.4898036838787
209,209.0,7.56715,7.5673,0.0008922396872419469,554.6708906471479,768.2836222745,766.2746586688654
210,210.0,7.5673,7.5673,0.0008922718787820472,554.7259234747125,770.0722007127179,768.0591595127808
211,211.0,7.56776,7.56776,0.0013523049625936423,554.7809563022772,771.8604243062795,769.8433063210133
212,212.0,7.56833,7.56776,0.0013523393987107113,554.8359891298419,773.648293160773,771.6270991989105
213,213.0,7.56773,7.56833,0.0019223751871662031,554.8910219574067,775.4358073817501,773.4105382517835
214,214.0,7.56905,7.56815,0.0017424128979977027,554.9460547849714,777.2229670747078,775.1936235848885
215,215.0,7.56815,7.56901,0.0026024523512413467,555.001087612536,779.0097723451108,776.9763553034502
216,216.0,7.56901,7.56901,0.0026024944069371614,555.0561204401007,780.7962232983826,778.7587335126516
217,217.0,7.56904,7.56904,0.002632539065128725,555.1111532676654,782.5823200399034,780.5407583176324
218,218.0,7.56955,7.56904,0.0026325863558582796,555.16618609523,784.3680626750076,782.3224298234871
219,219.0,7.56743,7.56759,0.0011826362791733658,555.2212189227947,786.1534513089931,784.1037481352736
220,220.0,7.56759,7.56759,0.0011826873851248365,555.2762517503595,787.9384860471164,785.8847133580082
221,221.0,7.5679,7.5679,0.0014927396737638432,555.3312845779242,789.7231669945818,787.6653255966556
222,222.0,7.5688,7.5679,0.001492793455142305,555.3863174054889,791.5074942565657,789.4455849561523
223,223.0,7.56649,7.56649,8.284872931518805e-05,555.4413502330535,793.2914679381967,791.2254915413872
224,224.0,7.56603,7.56649,8.290408633726543e-05,555.4963830606182,795.0750881445599,793.0050454572059
225,225.0,7.56702,7.56702,0.0006129595262631682,555.5514158881829,796.8583549807038,794.7842468084174
226,226.0,7.56703,7.56703,0.0006230155791477898,555.6064487157475,798.641268551629,796.5630956997828
227,227.0,7.56724,7.56703,0.0006230722550473189,555.6614815433122,800.4238289623013,798.3415922360288
228,228.0,7.56693,7.56693,0.0005231295540193415,555.716514370877,802.2060363176436,800.119736521839
229,229.0,7.56614,7.56693,0.0005231873761202266,555.7715471984417,803.987890722526,801.8975286618444
230,230.0,7.56733,7.56618,-0.00022675427859208952,555.8265800260064,805.7693922817934,803.6749687606508
231,231.0,7.56618,7.56733,0.0009233038399418803,555.881612853571,807.5505411002404,805.452056922814
232,232.0,7.56737,7.56703,0.0006233628817788883,555.9366456811357,809.3313372826202,807.2287932528485
233,233.0,7.56703,7.56737,0.0009634225469792312,555.9916785087004,811.1117809336474,809.0051778552299
234,234.0,7.5682,7.5682,0.0017934831756010183,556.046711336265,812.8918721579952,810.7812108343929
235,235.0,7.56963,7.5682,0.0017935455977058368,556.1017441638298,814.6716110602956,812.556892294731
236,236.0,7.56796,7.56835,0.001943609813356062,556.1567769913945,816.4509977451307,814.3322223405879
237,237.0,7.56835,7.56796,0.001553675972616908,556.2118098189592,818.2300323170501,816.1072010762747
238,238.0,7.56789,7.56789,0.0014837436855534847,556.2668426465239,820.0087148805645,817.8818286060639
239,239.0,7.56706,7.56768,0.0012738128822338268,556.3218754740885,821.7870455401346,819.6561050341782
240,240.0,7.56768,7.56768,0.0012738833527272675,556.3769083016532,823.5650244001841,821.4300304648029
241,241.0,7.56837,7.56837,0.0019639550971035646,556.4319411292179,825.3426515650959,823.2036050020832
242,242.0,7.56966,7.56956,0.0031540288054356935,556.4869739567827,827.1199271392155,824.9768287501267
243,243.0,7.56956,7.56956,0.003154105667796614,556.5420067843473,828.8968512268347,826.7497018129874
244,244.0,7.56896,7.56896,0.002554185684263466,556.597039611912,830.6734239322167,828.5222242946908
245,245.0,7.56786,7.56805,0.0016442682549167031,556.6520724394767,832.4496453595751,830.2943962992128
246,246.0,7.56805,7.56805,0.001644352469837962,556.7071052670414,834.2255156130866,832.0662179304927
247,247.0,7.56805,7.56805,0.0016444383291114306,556.762138094606,836.001034796891,833.837689292433
248,248.0,7.56901,7.56901,0.0026045258328224463,556.8171709221707,837.7762030150736,835.6088104888815
249,249.0,7.56916,7.56901,0.0026046159410606506,556.8722037497355,839.5510203716987,837.3795816236653
250,250.0,7.56873,7.56916,0.00275470865391636,556.9272365773002,841.3254869707649,839.1500028005461
251,251.0,7.57074,7.57002,0.003614804121479409,556.9822694048648,843.0996029162472,840.9200741232615
252,252.0,7.57002,7.57002,0.0036149032038457207,557.0373022324295,844.8733683120752,842.6897956955045
253,253.0,7.56952,7.56952,0.003115005901115353,557.0923350599942,846.646783262137,844.4591676209262
254,254.0,7.56855,7.56855,0.0021451117133910458,557.1473678875589,848.4198478702796,846.2281900031369
255,255.0,7.56838,7.56855,0.0021452196707780757,557.2024007151235,850.192562240309,847.9968629457059
256,256.0,7.56882,7.56838,0.001975329773385326,557.2574335426882,851.9649264759877,849.7651865521591
257,257.0,7.56703,7.5672,0.000795441851320966,557.312466370253,853.7369406810477,851.5331609259921
258,258.0,7.5672,7.56703,0.000625554724698496,557.3674991978177,855.5086049591605,853.30078617064
259,259.0,7.56685,7.5672,0.0007956682236294199,557.4225320253823,857.2799194139758,855.0680623895163
260,260.0,7.56918,7.56918,0.0027757825182304074,557.477564852947,859.0508841490913,856.8349896859824
261,261.0,7.57099,7.56979,0.00338589958861224,557.5325976805117,860.8214992680678,858.6015681633629
262,262.0,7.56979,7.56979,0.003386020044893634,557.5876305080764,862.591764874427,860.3677979249438
263,263.0,7.56811,7.56968,0.0032761438871959925,557.642663335641,864.3616810716454,862.1336790739655
264,264.0,7.56968,7.56811,0.0017062710056414687,557.6976961632058,866.1312479631644,863.8992117136335
265,265.0,7.56767,7.56968,0.003276399830357768,557.7527289907705,867.9004656523713,865.6643959470996
266,266.0,7.56976,7.56855,0.0021465319314737386,557.8077618183352,869.6693342426319,867.4292318774939
267,267.0,7.56855,7.56976,0.003356666179121781,557.8627946458998,871.4378538372554,869.1937196078899
268,268.0,7.57221,7.57056,0.0041568037834363025,557.9178274734645,873.2060245395185,870.9578592413291
269,269.0,7.57056,7.57056,0.004156945544554702,557.9728603010292,874.9738464526547,872.7216508808094
270,270.0,7.56905,7.56905,0.0026470914626175457,558.0278931285939,876.7413196798562,874.4850946292879
271,271.0,7.56739,7.56739,0.0009872400277712856,558.0829259561586,878.5084443242828,876.2481905896891
272,272.0,7.56591,7.56739,0.0009873895801648658,558.1379587837233,880.2752204890331,878.0109388648768
273,273.0,7.56751,7.56751,0.0011075401199489576,558.192991611288,882.0416482771847,879.7733395576934
274,274.0,7.56787,7.56787,0.0014676917672717948,558.2480244388527,883.807727791769,881.5353927709355
275,275.0,7.56864,7.56787,0.001467844882285796,558.3030572664173,885.5734591357725,883.2970986073545
276,276.0,7.56725,7.56743,0.0010279994651449798,558.358090093982,887.3388424121466,885.0584571696676
