Center (nm),Intensity (AU),FWHM (nm),Error (nm)
585.2726177599571,34.76757540840327,0.4993624529761794,0.023617759957119233
588.2099525684661,2.6530141194939088,0.4996002625816944,0.020952568466100274
594.4945295828738,4.836892016083524,0.49795149960543766,0.011529582873890831
607.4275669821469,5.11137946281966,0.5019815649914079,-0.006433017853055389
609.6075330879823,8.840943473317502,0.5032022223249224,-0.008466912017638606
614.2927914959769,13.08617969297133,0.5052061627831861,-0.013208504023168643
616.343566358556,3.860373251505834,0.5052586444913949,-0.015433641444019486
621.7072454854521,2.6779341470654927,0.5122179156485669,-0.020754514547888903
626.6309845220865,8.110245355473355,0.5099420079550088,-0.018015477913536415
630.461988514474,3.149922556363472,0.5119750313246093,-0.017011485526040815
633.4277350716925,7.640551860157333,0.5164168972953285,-0.015264928307487935
638.2924463186278,12.348482730258281,0.5180262204330437,-0.006553681372224673
640.2215362551375,18.77266602597114,0.5199087820660532,-0.0034637448625289835
650.6816241474156,13.400635491655448,0.5234989390325865,0.0286241474155986
653.3278818491553,3.828641096243162,0.5237821885385245,0.03988184915533566
