,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2852168916168,11.996227671994992,0.5790334432953905,0.03621689161673203
1,588.2059682310324,2.744226135402548,0.502439046826732,0.016968231032478798
2,594.4913260396447,4.939905366176953,0.5005524831151802,0.0083260396447713
3,607.4243443603586,5.218721126118755,0.5043320855238361,-0.009655639641323432
4,609.6048360696561,8.740362459314635,0.5085730598600733,-0.0111639303438551
5,614.2957134514866,11.105735142772208,0.5294800948344146,-0.0102865485134771
6,616.3407143300888,3.9872489717016357,0.5078080345587072,-0.018285669911279
7,621.7040720990608,2.7863409536408583,0.5146203807183763,-0.023927900939156643
8,626.6281308399282,8.124420119707477,0.5135916452013861,-0.020869160071811166
9,630.4595482968125,3.261453193322366,0.5150263123251055,-0.01945170318754208
10,633.4249567177734,7.723041564396734,0.5197597420783966,-0.01804328222658569
11,638.2950558851858,10.95437647227856,0.5391010056546638,-0.003944114814203203
12,640.2279073668286,11.983543009086024,0.589696581038371,0.002907366828594604
13,650.6866849887167,11.372315800543587,0.5521038358227645,0.03368498871668635
14,653.3255244318093,3.94160908699485,0.5268146815762476,0.03752443180928822
