Pixels #,Intensity (a.u.),Wavelength (nm),Filtered Intensity (a.u.),Baselined Filtered Intensity (a.u.)
0.0,0.00353459,543.316895090191,0.00353459,0.002223339115430748
1.0,0.00376579,543.3719332116985,0.00376579,0.002454539115430748
2.0,0.00330051,543.4269713332061,0.00330051,0.0019892591154307476
3.0,0.00472735,543.4820094547136,0.00472735,0.0034160991154307476
4.0,0.00288876,543.5370475762212,0.00288876,0.0015775091154307478
5.0,0.00478863,543.5920856977287,0.00478863,0.003477379115430748
6.0,0.00467431,543.6471238192363,0.00467431,0.0033630591154307477
7.0,0.00741343,543.7021619407438,0.00741343,0.0061021791154307475
8.0,0.00730675,543.7572000622515,0.00730675,0.005995499115430748
9.0,0.00671177,543.8122381837591,0.00671177,0.005400519115430748
10.0,0.00591843,543.8672763052666,0.00591843,0.004607179115430748
11.0,0.00417903,543.9223144267742,0.00417903,0.002867779115430748
12.0,0.00417153,543.9773525482817,0.00417153,0.0028602791154307473
13.0,0.00356893,544.0323906697893,0.00356893,0.0022576791154307477
14.0,0.0017456,544.0874287912968,0.0017456,0.00043434911543074753
15.0,0.00361497,544.1424669128044,0.00361497,0.002303719546218318
16.0,0.00399657,544.1975050343119,0.00399657,0.002685319977005888
17.0,0.00595749,544.2525431558195,0.00595749,0.004646240407793459
18.0,0.00504209,544.307581277327,0.00504209,0.003730840838581029
19.0,0.00552288,544.3626193988346,0.00552288,0.004211631269368599
20.0,0.00175404,544.4176575203421,0.00175404,0.0004427917001561695
21.0,0.00154818,544.4726956418497,0.00154818,0.0002369325701889987
22.0,0.00439413,544.5277337633572,0.00439413,0.0030828836741589073
23.0,0.00363895,544.5827718848648,0.00363895,0.002327704778128815
24.0,0.00542439,544.6378100063724,0.00542439,0.004113145882098723
25.0,0.00382997,544.69284812788,0.00382997,0.002518726986068631
26.0,0.00487535,544.7478862493875,0.00487535,0.003564108090038539
27.0,0.00589785,544.8029243708951,0.00589785,0.004586609194008447
28.0,0.00531052,544.8579624924026,0.00531052,0.0039992802979783556
29.0,0.00869054,544.9130006139102,0.00869054,0.007379301401948264
30.0,0.00594406,544.9680387354177,0.00594406,0.004632822505918172
31.0,0.00533385,545.0230768569253,0.00533385,0.0040226136098880805
32.0,0.00425824,545.0781149784328,0.00425824,0.0029470047138579884
33.0,0.00568511,545.1331530999404,0.00568511,0.004373875817827897
34.0,0.00637954,545.1881912214479,0.00637954,0.005068306921797805
35.0,0.00509794,545.2432293429555,0.00509794,0.0037867080257677124
36.0,0.00567793,545.298267464463,0.00567793,0.004366699129737622
37.0,0.00637237,545.3533055859706,0.00637237,0.005061140233707529
38.0,0.00689896,545.4083437074781,0.00689896,0.005587731337677437
39.0,0.00612854,545.4633818289857,0.00612854,0.004817312441647345
40.0,0.00577774,545.5184199504934,0.00577774,0.004466513545617253
41.0,0.00499205,545.5734580720009,0.00499205,0.003680824649587161
42.0,0.00570939,545.6284961935085,0.00570939,0.00439816575355707
43.0,0.00346647,545.683534315016,0.00346647,0.002155246857526978
44.0,0.00606066,545.7385724365236,0.00606066,0.004749437961496885
45.0,0.0053055,545.7936105580311,0.0053055,0.003994279065466793
46.0,0.00938745,545.8486486795387,0.00938745,0.008076230169436701
47.0,0.00761757,545.9036868010462,0.00761757,0.006306351273406609
48.0,0.0094183,545.9587249225538,0.0094183,0.008107082377376517
49.0,0.00830456,546.0137630440613,0.00830456,0.006993343481346425
50.0,0.00837339,546.0688011655689,0.00837339,0.007062174585316333
51.0,0.00677899,546.1238392870764,0.00677899,0.005467775689286241
52.0,0.00403254,546.178877408584,0.00403254,0.0027213267932561487
53.0,0.0033079,546.2339155300915,0.0033079,0.0019966878972260565
54.0,0.00434569,546.2889536515991,0.00434569,0.003034479001195965
55.0,0.00328536,546.3439917731067,0.00328536,0.0019741501051658726
56.0,0.00238525,546.3990298946143,0.00238525,0.0010740412091357798
57.0,0.00367481,546.4540680161218,0.00367481,0.0023636023131056883
58.0,0.00661234,546.5091061376294,0.00661234,0.005301133417075596
59.0,0.00590298,546.5641442591369,0.00590298,0.004591774521045504
60.0,0.00689499,546.6191823806445,0.00689499,0.005583785625015412
61.0,0.00269131,546.674220502152,0.00269131,0.0013801067289853197
62.0,0.00076885,546.7292586236596,0.00076885,-0.0005423521670447726
63.0,0.000471479,546.7842967451671,0.000471479,-0.0008397225891622967
64.0,0.0022646,546.8393348666747,0.0022646,0.0009533981796705005
65.0,0.00119665,546.8943729881822,0.00119665,-0.00011455205149670184
66.0,0.00154779,546.9494111096898,0.00154779,0.00023658760513300655
67.0,0.00460741,547.0044492311973,0.00460741,0.0032962074953569753
68.0,0.00553076,547.0594873527049,0.00553076,0.004219557385580944
69.0,0.00584376,547.1145254742124,0.00584376,0.004532557275804913
70.0,0.00482159,547.16956359572,0.00482159,0.0035103871660288814
71.0,0.00530244,547.2246017172276,0.00530244,0.003991237056252851
72.0,0.0074923,547.2796398387352,0.0074923,0.00618109694647682
73.0,0.00598185,547.3346779602427,0.00598185,0.004670646836700789
74.0,0.00541745,547.3897160817503,0.00541745,0.004106246726924757
75.0,0.00347975,547.4447542032578,0.00347975,0.0021685466171487266
76.0,0.00190064,547.4997923247654,0.00190064,0.0005894365073726955
77.0,0.00272482,547.554830446273,0.00272482,0.0014136169842641094
78.0,0.00519698,547.6098685677805,0.00519698,0.0038857774611555235
79.0,0.00715796,547.664906689288,0.00715796,0.005846757938046936
80.0,0.00824155,547.7199448107956,0.00824155,0.006930348414938351
81.0,0.00741776,547.7749829323031,0.00741776,0.006106558891829764
82.0,0.00657108,547.8300210538107,0.00657108,0.005259879368721179
83.0,0.00695276,547.8850591753182,0.00695276,0.005641559845612592
84.0,0.00611372,547.9400972968258,0.00611372,0.004802520322504006
85.0,0.00606814,547.9951354183333,0.00606814,0.00475694079939542
86.0,0.00466452,548.0501735398409,0.00466452,0.003353321276286835
87.0,0.0025132,548.1052116613486,0.0025132,0.0012020017531782486
88.0,0.00462678,548.1602497828561,0.00462678,0.003315582230069662
89.0,0.00326894,548.2152879043637,0.00326894,0.0019577427069610766
90.0,0.00278086,548.2703260258712,0.00278086,0.0014696631838524903
91.0,0.00339906,548.3253641473788,0.00339906,0.0020878636607439046
92.0,0.00404017,548.3804022688863,0.00404017,0.0027289741376353184
93.0,0.00440662,548.4354403903939,0.00440662,0.003095424614526732
94.0,0.00372783,548.4904785119014,0.00372783,0.002416635091418146
95.0,0.00568122,548.545516633409,0.00568122,0.0043700255683095605
96.0,0.00488036,548.6005547549165,0.00488036,0.0035691660452009744
97.0,0.00308003,548.6555928764241,0.00308003,0.0017688365220923886
98.0,0.00411789,548.7106309979316,0.00411789,0.002806696998983803
99.0,0.00366036,548.7656691194392,0.00366036,0.002349167475875217
100.0,0.00408785,548.8207072409467,0.00408785,0.0027766579527666304
101.0,0.00295893,548.8757453624543,0.00295893,0.001647738429658045
102.0,0.00376027,548.9307834839619,0.00376027,0.002449078906549459
103.0,0.0038063,548.9858216054695,0.0038063,0.0024951093834408734
104.0,0.00349373,549.040859726977,0.00349373,0.002182539860332288
105.0,0.00615668,549.0958978484846,0.00615668,0.004845490337223702
106.0,0.00531005,549.1509359699921,0.00531005,0.003998860814115116
107.0,0.00528741,549.2059740914997,0.00528741,0.00397622129100653
108.0,0.00362443,549.2610122130072,0.00362443,0.0023132417678979446
109.0,0.00282359,549.3160503345148,0.00282359,0.0015124022447893586
110.0,0.0032282,549.3710884560223,0.0032282,0.0019170127216807731
111.0,0.00373201,549.4261265775299,0.00373201,0.0024208231985721872
112.0,0.0051895,549.4811646990374,0.0051895,0.0038783136754636013
113.0,0.0054339,549.536202820545,0.0054339,0.004122714152355016
114.0,0.00293931,549.5912409420525,0.00293931,0.0016281246292464302
115.0,0.00204691,549.6462790635601,0.00204691,0.0007357251061378444
116.0,0.00202428,549.7013171850676,0.00202428,0.0007130963177368911
117.0,0.000994562,549.7563553065752,0.000994562,-0.0003166197589203185
118.0,0.00181118,549.8113934280829,0.00181118,0.0004999998557180959
119.0,0.00336787,549.8664315495904,0.00336787,0.002056691966995171
120.0,0.00737362,549.921469671098,0.00737362,0.0060624440782722465
121.0,0.00559621,549.9765077926055,0.00559621,0.004285036189549321
122.0,0.00361281,550.031545914113,0.00361281,0.002301638300826396
