,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2719820689676,55.411143726263006,0.515761161059171,0.02298206896762167
1,588.2107985080569,4.3981150273810945,0.5163342269348729,0.021798508056917854
2,594.4965235409345,8.332589598143521,0.51852785645194,0.013523540934556877
3,607.4272893391038,8.387108056150037,0.5318691550119992,-0.006710660896146692
4,609.6071061586563,15.224890422168498,0.5351190511956326,-0.008893841343706299
5,614.2951103973535,26.00419625828144,0.5443800087208287,-0.01088960264655725
6,616.3411968423148,6.533142433813947,0.5438467876079605,-0.017803157685193582
7,621.7044153816174,4.314254600400087,0.5531136515638617,-0.023584618382528788
8,626.6280793066477,14.685933442424885,0.5582430000971798,-0.020920693352309172
9,630.4605365121341,5.248089655098191,0.5647613217335348,-0.01846348786591534
10,633.4286230022191,13.90120335767246,0.5746439298521151,-0.01437699778091428
11,638.291066003467,22.159044681608126,0.5816100033720747,-0.007933996532983656
12,640.2292717666819,45.416350766142386,0.591952799083898,0.004271766681881672
13,650.6821980316441,26.205040923995874,0.5952948396140973,0.029198031644114053
14,653.3258031402006,6.898955031277041,0.5935997558889583,0.0378031402005945
