,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2715851741881,4.047361884506037,0.49053857096597797,0.02258517418806605
1,588.2087227910982,0.3243564099847361,0.49261182029462885,0.019722791098274683
2,594.4957100746317,0.6397765540576121,0.4875251687362815,0.012710074631741008
3,607.4292992890512,0.797059436256956,0.48532992816862064,-0.004700710948782216
4,609.6081027704012,1.4399093936187184,0.4828316594490949,-0.007897229598825106
5,614.2935743141355,2.3276493030124636,0.4816766563122253,-0.01242568586451398
6,616.3436798323968,0.6807712635720938,0.4838866332862539,-0.015320167603249502
7,621.7066924489912,0.5110032112239425,0.4859988290190681,-0.02130755100870374
8,626.6309136590187,1.6059994283234327,0.4811864873632783,-0.018086340981312787
9,630.4631348461786,0.6407256139483887,0.4828390191491332,-0.01586515382143716
10,633.4269651812733,1.6500697450455841,0.4830537433320552,-0.016034818726666344
11,638.290551744111,2.745940053656419,0.4824937603022727,-0.008448255888993117
12,640.2199119536289,4.63996017502023,0.4825474259866373,-0.005088046371156452
13,650.6816364974245,3.3177107539671105,0.48591781474459184,0.02863649742448615
14,653.3295194234703,0.9461158252170998,0.48880148217704006,0.041519423470276706
