,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2714710185959,3.9330023947902344,0.4896215740570663,0.022471018595865644
1,588.2086632214555,0.3174567182325525,0.48369548916704613,0.019663221455516577
2,594.4958629307652,0.6326736158565147,0.48282542747402996,0.012862930765209057
3,607.4293154395356,0.7895868544130735,0.481072653305482,-0.004684560464397691
4,609.608082926498,1.4323707111968362,0.48063059455122614,-0.007917073501971572
5,614.2935567975226,2.319989949288523,0.4804447317463993,-0.01244320247747055
6,616.3438101814473,0.6730859119518682,0.47903911811389793,-0.015189818552698853
7,621.7066563148535,0.5032478785683585,0.4793809878716803,-0.02134368514646212
8,626.630960658677,1.5981605737836082,0.4788916884626759,-0.01803934132294671
9,630.4630751016578,0.6328392712555786,0.47757722113266854,-0.01592489834229127
10,633.4269614788964,1.6421486888959134,0.48099177306314805,-0.016038521103610037
11,638.2905718880139,2.7380174226662275,0.4812397163828753,-0.008428111986063413
12,640.2198852336242,4.632013461788587,0.4819527597660839,-0.005114766375868385
13,650.6816423466532,3.3098329153610795,0.4848786227833016,0.02864234665321419
14,653.3294844618039,0.9394415771384939,0.4849835296776291,0.04148446180386145
