,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2670418780624,3.1379358342909027,0.5011000683913294,0.01804187806237678
1,588.206911364933,0.22753694308355943,0.49695674479136664,0.017911364933070217
2,594.4998874511008,0.4217092208318354,0.4935645269476045,0.016887451100842554
3,607.4342426108549,0.4360534091477648,0.4837162616204392,0.00024261085491161793
4,609.6130529799622,0.7602908493899276,0.48461971941465637,-0.0029470200378227673
5,614.2968690044015,1.1703723969180366,0.4830549998872402,-0.00913099559852526
6,616.3470163492342,0.33929297341922027,0.4794633760953167,-0.011983650765841958
7,621.704926670596,0.233911373628926,0.4823894360984386,-0.023073329403928255
8,626.6282255206827,0.731455339927173,0.4813573529861343,-0.02077447931731058
9,630.4563671323789,0.2750021977965238,0.480918429578379,-0.02263286762115513
10,633.4209491457698,0.6714741905172126,0.4892174670632596,-0.022050854230201367
11,638.2859982822997,1.1085882240102576,0.49424140530630295,-0.013001717700262816
12,640.2159973265655,1.7809500080554734,0.49657659030518714,-0.009002673434565622
13,650.6849604743124,1.2500728427795513,0.5109219485627338,0.03196047431242732
14,653.3375538088453,0.3549061128187265,0.5217868908984266,0.04955380884530314
