,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2671203119174,1.4401372806908714,0.48464176453830504,0.018120311917414256
1,588.2071530762412,0.11207398098122479,0.47468714375831556,0.018153076241219424
2,594.4935864501405,0.2118604181293735,0.47486006616263876,0.010586450140522174
3,607.4312052388009,0.22374697202149907,0.4808931157963661,-0.0027947611990839505
4,609.6105035652158,0.39505425447460674,0.47553065876484174,-0.005496434784163284
5,614.2966015461462,0.5972640224731425,0.473502185355101,-0.009398453853805222
6,616.347298843464,0.17778661485552938,0.4720685248817994,-0.011701156535991686
7,621.7086771728466,0.12209684110660035,0.4692309785331585,-0.019322827153359867
8,626.6328727689681,0.37397884257431535,0.4710771467941419,-0.016127231031873634
9,630.4630480254357,0.15160494678244696,0.46581401191121335,-0.01595197456435926
10,633.4270220169246,0.35429895998219507,0.4717857836903613,-0.015977983075345037
11,638.2905325593401,0.5702717511061808,0.4759414912870015,-0.008467440659842396
12,640.2182615018337,0.9349713394153714,0.47440619039987514,-0.0067384981663281
13,650.6793041201179,0.6334324521194326,0.48139928386918607,0.026304120117856655
14,653.3268128026069,0.18452141699597924,0.48630238747756227,0.038812802606912555
