Center (nm),Intensity (AU),FWHM (nm),Error (nm)
585.2878195810231,120.19335668173046,0.7484082307632446,0.03881958102306271
588.1898295454191,25.687576272742497,0.5414017085088509,0.0008295454191511453
594.4833528377044,45.81261812344505,0.5464703699593391,0.00035283770444038964
607.4294215965274,42.36608056157763,0.5706389571986631,-0.0045784034725784295
609.6102422757492,73.2046298245518,0.5746496499744084,-0.0057577242507704796
614.2917733462948,103.16859700837209,0.5956486509626138,-0.014226653705236458
616.3489113347164,31.744558808197716,0.5858956599853474,-0.010088665283660703
621.713251326374,21.04768933401609,0.5965445742818242,-0.01474867362594523
626.638378478842,64.48379253922351,0.5980470706941786,-0.010621521157986535
630.4696905819623,24.182845410503123,0.601193077661324,-0.009309418037787509
633.4303689133791,58.60307820394704,0.6073204665258298,-0.012631086620899623
638.2957622665251,92.43269742312667,0.6095187333917628,-0.0032377334748616704
640.2158088230908,118.20458700370298,0.6827805404207582,-0.009191176909212118
650.6744930506903,99.21024057758073,0.6002159847815698,0.021493050690310156
653.3208960417018,28.57512474788796,0.5938013530131708,0.03289604170174698
