,Pixels #,Intensity (a.u.),Baselined Intensity (a.u.),Wavelength (nm),Raman shift (cm-1),Raman shift (cm-1) adjusted
63,63.0,0.798853,0.003813125562120212,549.1461070395641,586.9025400946117,493.1816853131198
64,64.0,0.799818,0.004778125562120206,549.2010107736397,588.7230064011303,495.0188897102494
65,65.0,0.799818,0.004778125562120206,549.2559145077154,590.5431087592788,496.85572681272293
66,66.0,0.799053,0.00401312556212019,549.310818241791,592.3628472781863,498.69219673067306
67,67.0,0.799007,0.0039671255621201995,549.3657219758667,594.1822220669368,500.5282995741864
68,68.0,0.799053,0.00401312556212019,549.4206257099423,596.001233234575,502.3640354533106
69,69.0,0.79963,0.004590125562120129,549.475529444018,597.8198808900999,504.1994044780466
70,70.0,0.799816,0.004776125562120148,549.5304331780936,599.6381651424674,506.0344067583522
71,71.0,0.800242,0.005202125562120186,549.5853369121693,601.45608610059,507.8690424041412
72,72.0,0.800242,0.005202125562120186,549.6402406462448,603.2736438733324,509.7033115252794
73,73.0,0.799518,0.004478125562120128,549.6951443803205,605.0908385695267,511.5372142315993
74,74.0,0.798776,0.0037361255621202183,549.7500481143961,606.9076702979511,513.3707506328794
75,75.0,0.798662,0.00362212556212016,549.8049518484718,608.7241391673466,515.2039208388607
76,76.0,0.798662,0.00362212556212016,549.8598555825474,610.5402452864046,517.0367249592335
77,77.0,0.799574,0.004534125562120184,549.9147593166231,612.3559887637772,518.8691631036493
78,78.0,0.799806,0.004766125562120194,549.9696630506987,614.1713697080734,520.7012353817155
79,79.0,0.799574,0.004534125562120184,550.0245667847744,615.9863882278563,522.5329419029935
80,80.0,0.799684,0.004644125562120127,550.07947051885,617.8010444316504,524.3642827770054
81,81.0,0.799341,0.004301125562120145,550.1343742529257,619.6153384279324,526.1952581132255
82,82.0,0.799684,0.004644125562120127,550.1892779870013,621.4292703251352,528.0258680210835
83,83.0,0.799341,0.004301125562120145,550.244181721077,623.2428402316511,529.8561126099684
84,84.0,0.799684,0.004644125562120127,550.2990854551526,625.0560482558287,531.6859919892249
85,85.0,0.799454,0.004414125562120175,550.3539891892283,626.8688945059754,533.5155062681564
86,86.0,0.799684,0.004644125562120127,550.4088929233039,628.6813790903489,535.3446555560158
87,87.0,0.79985,0.004810125562120127,550.4637966573796,630.4935021171697,537.1734399620188
88,88.0,0.79985,0.004810125562120127,550.5187003914552,632.3052636946131,539.0018595953352
89,89.0,0.799652,0.004612125562120206,550.5736041255309,634.116663930811,540.829914565091
90,90.0,0.799463,0.0044231255621202115,550.6285078596065,635.927702933854,542.6576049803708
91,91.0,0.799442,0.004402125562120163,550.6834115936822,637.738380811785,544.4849309502108
92,92.0,0.798963,0.0039231255621201555,550.7383153277578,639.5486976726099,546.3118925836101
93,93.0,0.798808,0.0037681255621201393,550.7932190618334,641.3586536242831,548.1384899895153
94,94.0,0.798808,0.0037681255621201393,550.848122795909,643.1682487747299,549.9647232768444
95,95.0,0.799811,0.004771125562120226,550.9030265299847,644.9774832318202,551.790592554459
96,96.0,0.799811,0.004771125562120226,550.9579302640603,646.7863571033862,553.6160979311826
97,97.0,0.79977,0.004730125562120158,551.012833998136,648.594870497211,555.4412395157894
98,98.0,0.799603,0.004563125562120129,551.0677377322116,650.4030235210444,557.26601741702
99,99.0,0.799003,0.0039631255621201955,551.1226414662873,652.210816282587,559.0904317435651
100,100.0,0.798742,0.0037021255621201288,551.1775452003629,654.0182488894956,560.9144826040713
101,101.0,0.798548,0.0035081255621202123,551.2324489344386,655.8253214493902,562.7381701071483
102,102.0,0.798548,0.0035081255621202123,551.2873526685142,657.6320340698411,564.5614943613552
103,103.0,0.798643,0.0036031255621201685,551.3422564025899,659.4383868583795,566.3844554752122
104,104.0,0.799449,0.004409125562120142,551.3971601366655,661.2443799224911,568.207053557193
105,105.0,0.800512,0.005472125562120178,551.4520638707412,663.0500133696245,570.0292887157341
106,106.0,0.800512,0.005472125562120178,551.5069676048169,664.8552873071809,571.8511610592244
107,107.0,0.800151,0.005111125562120122,551.5618713388925,666.6602018425178,573.6726706960084
108,108.0,0.798971,0.0039311255621201635,551.6167750729682,668.4647570829499,575.4938177343873
109,109.0,0.798035,0.0029951255621202266,551.6716788070438,670.2689531357564,577.3146022826271
110,110.0,0.798035,0.002995128557114368,551.7265825411195,672.0727901081631,579.135024448939
111,111.0,0.798243,0.003203134547105857,551.7814862751951,673.8762681073626,580.9550843415016
112,112.0,0.79918,0.0041401405370973254,551.8363900092708,675.6793872404982,582.7747820684428
113,113.0,0.79918,0.004140146527088717,551.8912937433463,677.4821476146693,584.5941177378473
114,114.0,0.799422,0.0043821525170800735,551.946197477422,679.2845493369432,586.4130914577664
115,115.0,0.799013,0.0039731585070714726,552.0011012114976,681.0865925143371,588.2317033362015
116,116.0,0.799051,0.004011164497062847,552.0560049455732,682.8882772538227,590.0499534811077
117,117.0,0.799051,0.004011170487054239,552.1109086796489,684.689603662335,591.8678420004032
118,118.0,0.799273,0.004233176477045686,552.1658124137246,686.4905718467631,593.68536900196
119,119.0,0.79946,0.004420182467037126,552.2207161478002,688.2911819139554,595.5025345936087
120,120.0,0.79946,0.004420188457028629,552.2756198818759,690.0914339707165,597.3193388831361
121,121.0,0.799424,0.0043841944470202066,552.3305236159515,691.8913281238098,599.1357819782872
122,122.0,0.799362,0.004322200437011703,552.3854273500272,693.6908644799557,600.9518639867637
123,123.0,0.799362,0.004322206427003095,552.4403310841028,695.4900431458311,602.767585016223
124,124.0,0.799045,0.004005212416994475,552.4952348181785,697.2888642280735,604.5829451742834
125,125.0,0.798776,0.003736218406986014,552.5501385522541,699.0873278332732,606.3979445685151
126,126.0,0.798776,0.0037362243969774056,552.6050422863298,700.8854340679834,608.2125833064509
127,127.0,0.79967,0.004630230386968748,552.6599460204054,702.6831830387096,610.0268614955759
128,128.0,0.799947,0.004907236376960111,552.7148497544811,704.4805748519203,611.8407792433371
129,129.0,0.800039,0.004999242366951484,552.7697534885567,706.2776096140389,613.6543366571366
130,130.0,0.800039,0.004999248356942876,552.8246572226324,708.074287431447,615.4675338443342
131,131.0,0.799529,0.004489254346934479,552.879560956708,709.8706084104856,617.2803709122485
132,132.0,0.797619,0.0025792603369257927,552.9344646907837,711.6665726574477,619.0928479681497
133,133.0,0.797619,0.0025792689058385943,552.9893684248593,713.4621802785891,620.9049651192709
134,134.0,0.797842,0.0028022800536815495,553.0442721589349,715.2574313801208,622.7167224727993
135,135.0,0.798269,0.0032292940035695272,553.0991758930105,717.0523260682186,624.5281201358871
136,136.0,0.798269,0.0032293079534576608,553.1540796270862,718.8468644490084,626.339158215636
137,137.0,0.798269,0.0032293219033457943,553.2089833611618,720.6410466285753,628.1498368191062
138,138.0,0.798412,0.003372335853233821,553.2638870952375,722.4348727129649,629.9601560533188
139,139.0,0.799147,0.004107349803121885,553.3187908293131,724.2283428081777,631.7701160252484
140,140.0,0.799267,0.004227363753009805,553.3736945633888,726.0214570201724,633.5797168418284
141,141.0,0.799147,0.004107377702898041,553.4285982974644,727.8142154548694,635.3889586099529
142,142.0,0.799267,0.004227391652786072,553.4835020315401,729.6066182181454,637.1978414364718
143,143.0,0.799169,0.004129405602674274,553.5384057656157,731.3986654158313,639.0063654281893
144,144.0,0.799407,0.004367419552562368,553.5933094996914,733.1903571537192,640.8145306918702
145,145.0,0.799169,0.004129433502450541,553.648213233767,734.9816935375582,642.6223373342359
146,146.0,0.798871,0.0038314474523385433,553.7031169678427,736.7726746730598,644.4297854619698
147,147.0,0.798267,0.003227461402226517,553.7580207019183,738.5633006658883,646.2368751817078
148,148.0,0.798871,0.0038314753521145883,553.812924435994,740.3535716216645,648.0436066000418
149,149.0,0.799235,0.004195489302002531,553.8678281700696,742.1434876459767,649.8499798235308
150,150.0,0.79932,0.004280503251890444,553.9227319041453,743.9330488443591,651.6559949586793
151,151.0,0.79932,0.0042805172017783555,553.9776356382209,745.7222553223153,653.4616521119613
152,152.0,0.79926,0.004220531151666207,554.0325393722966,747.5111071852969,655.2669513897974
153,153.0,0.798403,0.003363545101554122,554.0874431063722,749.2996045387231,657.0718928985767
154,154.0,0.798403,0.0033635590514419222,554.1423468404478,751.0877474879632,658.8764767446368
155,155.0,0.799181,0.004141573001329779,554.1972505745234,752.8755361383517,660.6807030342809
156,156.0,0.799181,0.00414158695121758,554.2521543085991,754.6629705951799,662.4845718737685
157,157.0,0.798594,0.003554600901105376,554.3070580426747,756.4500509636913,664.2880833693104
158,158.0,0.798317,0.0032776148509932046,554.3619617767504,758.2367773490946,666.0912376270829
159,159.0,0.798281,0.003241628800880969,554.416865510826,760.0231498565532,667.8940347532164
160,160.0,0.798211,0.003171642750768644,554.4717692449017,761.8091685911913,669.6964748538014
161,161.0,0.798268,0.0032286598722853777,554.5266729789773,763.5948336580877,671.4985580348829
162,162.0,0.798268,0.0032286769938022486,554.581576713053,765.3801451622841,673.3002844024685
163,163.0,0.798268,0.0032286941153190085,554.6364804471286,767.165103208779,675.101654062522
164,164.0,0.798332,0.0032927112368358324,554.6913841812043,768.9497079025275,676.9026671209635
165,165.0,0.798332,0.0032927283583524813,554.7462879152799,770.7339593484436,678.7033236836718
166,166.0,0.798528,0.003488745479869104,554.8011916493556,772.5178576514021,680.5036238564858
167,167.0,0.798891,0.0038517626013857553,554.8560953834312,774.3014029162345,682.3035677452008
168,168.0,0.799935,0.004895779722902338,554.9109991175069,776.0845952477333,684.103155455573
169,169.0,0.799935,0.004895796844418987,554.9659028515825,777.8674347506433,685.90238709331
170,170.0,0.799145,0.0041058139659357895,555.0208065856582,779.6499215296745,687.7012627640848
171,171.0,0.798968,0.003928831087452567,555.0757103197338,781.4320556894937,689.4997825735264
172,172.0,0.798968,0.003928848208969327,555.1306140538095,783.213837334722,691.2979466272179
173,173.0,0.798968,0.0039288653304860865,555.1855177878851,784.9952665699481,693.0957550307096
174,174.0,0.798728,0.0036888824520028285,555.2404215219608,786.7763434997086,694.8932078894992
175,175.0,0.798367,0.0033278995735196437,555.2953252560363,788.5570682285032,696.6903053090474
176,176.0,0.797592,0.0025529166950363225,555.350228990112,790.337440860797,698.4870473947796
177,177.0,0.796379,0.0013399363691247723,555.4051327241876,792.1174615010051,700.283434252071
178,178.0,0.796379,0.001339957382623047,555.4600364582633,793.8971302535059,702.0794659862597
179,179.0,0.797229,0.002189979735552239,555.5149401923389,795.6764472226321,703.8751427026376
180,180.0,0.797883,0.0028440042779964703,555.5698439264146,797.4554125126775,705.6704645064575
181,181.0,0.798114,0.00307503166423706,555.6247476604902,799.2340262278968,707.4654315029327
182,182.0,0.798453,0.003414062125435713,555.6796513945659,801.0122884725014,709.2600437972327
183,183.0,0.798453,0.0034140925866343874,555.7345551286415,802.7901993506613,711.0543014944852
184,184.0,0.798389,0.003350123047833109,555.7894588627172,804.5677589665055,712.8482046997768
185,185.0,0.79777,0.0027311535090317474,555.8443625967928,806.3449674241218,714.6417535181522
186,186.0,0.79777,0.0027311867011191593,555.8992663308685,808.1218248275588,716.4349480546167
187,187.0,0.798728,0.0036892226241287407,555.9541700649442,809.898331280822,718.227788414132
188,188.0,0.798728,0.0036892585471381967,556.0090737990198,811.6744868878756,720.0202747016182
189,189.0,0.798291,0.003252294470147632,556.0639775330955,813.4502917526445,721.8124070219558
190,190.0,0.798291,0.003252330393157199,556.1188812671711,815.2257459790105,723.6041854799817
191,191.0,0.799645,0.004606366316166843,556.1737850012468,817.0008496708164,725.3956101804933
192,192.0,0.799645,0.00460640223917641,556.2286887353224,818.7756029318614,727.1866812282445
193,193.0,0.798686,0.0036474381621860452,556.2835924693981,820.5500058659082,728.9773987279519
194,194.0,0.797928,0.002889474085195687,556.3384962034737,822.3240585766714,730.7677627842837
195,195.0,0.797928,0.0028895128974976148,556.3933999375492,824.097761167829,732.5577735018711
196,196.0,0.797984,0.0029455545991308174,556.4483036716249,825.8711137430221,734.3474309853079
197,197.0,0.797984,0.002945599246168551,556.5032074057006,827.6441164058461,736.1367353391425
198,198.0,0.798078,0.003039646838655763,556.5581111397762,829.4167692598554,737.9256866678811
199,199.0,0.79775,0.002711697470696106,556.6130148738519,831.1890724085631,739.7142850759885
200,200.0,0.797691,0.0026527508141614975,556.6679186079275,832.9610259554432,741.5025306678904
201,201.0,0.797691,0.0026528068100778457,556.7228223420032,834.7326300039288,743.2904235479704
202,202.0,0.797975,0.0029368654585013587,556.7777260760788,836.5038846574113,745.077963820571
203,203.0,0.798836,0.003797927043636129,556.8326298101545,838.2747900192436,746.8651515899951
204,204.0,0.799167,0.004128988628770758,556.8875335442301,840.0453461927349,748.6519869605017
205,205.0,0.799167,0.004129050213905527,556.9424372783058,841.8155532811531,750.4384700363087
206,206.0,0.79897,0.003932111799040183,556.9973410123814,843.5854113877277,752.2246009215941
207,207.0,0.797861,0.0028231733841749262,557.0522447464571,845.3549206156483,754.0103797204965
208,208.0,0.797569,0.002531237792266716,557.1071484805327,847.124081068064,755.7958065371134
209,209.0,0.797569,0.0025313047312457426,557.1620522146084,848.892892848078,757.5808814754961
210,210.0,0.79835,0.0033123742011790247,557.216955948684,850.6613560587566,759.3656046396584
211,211.0,0.799109,0.004071443671112229,557.2718596827597,852.4294708031296,761.1499761335773
212,212.0,0.799136,0.004098513141045479,557.3267634168353,854.1972371841765,762.9339960611794
213,213.0,0.799136,0.004098582610978729,557.381667150911,855.9646553048467,764.7176645263604
214,214.0,0.798833,0.0037956520809120375,557.4365708849866,857.7317252680418,766.5009816329682
215,215.0,0.798833,0.003795721550845399,557.4914746190623,859.4984471766245,768.2839474848112
216,216.0,0.799395,0.004357791020778712,557.5463783531378,861.2648211334139,770.0665621856538
217,217.0,0.799395,0.004357860490712073,557.6012820872135,863.0308472412011,771.8488258392323
218,218.0,0.798887,0.0038499299606454818,557.6561858212891,864.7965256027251,773.6307385492302
219,219.0,0.797731,0.0026939994305787973,557.7110895553648,866.5618563206837,775.4123004192896
220,220.0,0.797731,0.0026940715942326277,557.7659932894404,868.3268394977422,777.1935115530199
221,221.0,0.798316,0.003279146451679038,557.8208970235161,870.0914752365159,778.9743720539797
222,222.0,0.798364,0.003327221309125439,557.8758007575917,871.8557636395899,780.7548820256974
223,223.0,0.798364,0.0033272961665717915,557.9307044916674,873.6197048095015,782.535041571653
224,224.0,0.799757,0.004720371024018233,557.985608225743,875.3832988487512,784.3148507952893
225,225.0,0.79988,0.00484344588146457,558.0405119598187,877.1465458597984,786.0943098000081
226,226.0,0.79988,0.0048435207389108115,558.0954156938943,878.9094459450589,787.8734186891666
227,227.0,0.798775,0.0037385955963570305,558.15031942797,880.6719992069138,789.6521775660873
228,228.0,0.798775,0.0037386704538032722,558.2052231620456,882.4342057477011,791.430586534049
229,229.0,0.799004,0.003967745311249438,558.2601268961213,884.1960656697173,793.2086456962891
230,230.0,0.799004,0.003967820168695568,558.3150306301969,885.9575790752224,794.9863551560074
231,231.0,0.799274,0.0042378950261416914,558.3699343642726,887.7187460664326,796.7637150163603
232,232.0,0.799199,0.004162969883587775,558.4248380983482,889.4795667455232,798.5407253804623
233,233.0,0.799294,0.004258044741033751,558.4797418324239,891.2400412146347,800.3173863513931
234,234.0,0.799199,0.004163119598479925,558.5346455664995,893.0001695758622,802.0936980321864
235,235.0,0.798865,0.0038291944559261104,558.5895493005752,894.7599519312614,803.8696605258364
236,236.0,0.798865,0.00382926931337213,558.6444530346507,896.5193883828473,805.6452739352959
237,237.0,0.799089,0.004053344170818263,558.6993567687264,898.2784790326041,807.4205383634869
238,238.0,0.799479,0.004443419028264284,558.754260502802,900.0372239824621,809.195453913277
239,239.0,0.799479,0.0044434938857103035,558.8091642368777,901.7956233343211,810.9700206875027
240,240.0,0.799339,0.004303568743156183,558.8640679709533,903.5536771900333,812.7442387889527
241,241.0,0.799339,0.004303643600602092,558.918971705029,905.3113856514182,814.5181083203826
242,242.0,0.799341,0.004305718458047947,558.9738754391046,907.0687488202519,816.2916293845045
243,243.0,0.799341,0.0043057933154938555,559.0287791731803,908.8257667982697,818.064802083989
244,244.0,0.799021,0.003985868172939777,559.0836829072559,910.5824396871674,819.8376265214669
245,245.0,0.799021,0.003985943030385797,559.1385866413316,912.338767588602,821.6101027995297
246,246.0,0.798943,0.003908017887831683,559.1934903754072,914.0947506041915,823.3822310207302
247,247.0,0.798394,0.003359092745277681,559.2483941094829,915.8503888355126,825.1540112875786
248,248.0,0.798265,0.0032301676027235438,559.3032978435585,917.6056823840986,826.9254437025418
249,249.0,0.798265,0.0032302424601694524,559.3582015776342,919.3606313514505,828.696528368054
250,250.0,0.798559,0.0035243173176153775,559.4131053117098,921.1152358390234,830.4672653865034
251,251.0,0.798856,0.003821392175061278,559.4680090457855,922.8694959482336,832.2376548602386
252,252.0,0.798991,0.003956467032507072,559.5229127798611,924.6234117804586,834.0076968915691
253,253.0,0.798998,0.0039635418899529595,559.5778165139368,926.3769834370385,835.777391582767
254,254.0,0.799173,0.004138616747398904,559.6327202480124,928.1302110192703,837.5467390360604
255,255.0,0.798998,0.003963691604844777,559.6876239820881,929.8830946284099,839.3157393536364
256,256.0,0.798625,0.0035907664622907287,559.7425277161637,931.6356343656764,841.0843926376446
257,257.0,0.798269,0.0032348413197366144,559.7974314502393,933.3878303322473,842.8526989901928
258,258.0,0.79814,0.0031059161771824773,559.8523351843149,935.1396826292658,844.6206585133542
259,259.0,0.79814,0.0031059941404990576,559.9072389183906,936.8911913578294,846.3882713091558
260,260.0,0.798983,0.003949075209764619,559.9621426524662,938.6423566189965,848.1555374795852
261,261.0,0.799093,0.004059156279030085,560.0170463865419,940.3931785137866,849.9224571265905
262,262.0,0.798983,0.003949237348295553,560.0719501206175,942.1436571431843,851.6890303520853
263,263.0,0.798582,0.0035483184175609805,560.1268538546932,943.8937926081248,853.4552572579324
264,264.0,0.798059,0.003025399486826452,560.1817575887688,945.6435850095125,855.2211379459641
265,265.0,0.79796,0.002926483581396022,560.2366613228445,947.3930344482086,856.9866725179687
266,266.0,0.79796,0.0029265706022952864,560.2915650569201,949.142141025035,858.7518610756955
267,267.0,0.798583,0.0035496605496114775,560.3464687909958,950.8909048407751,860.5167037208544
268,268.0,0.798807,0.0037737504969276303,560.4013725250715,952.6393259961706,862.2812005551133
269,269.0,0.798807,0.003773840444243781,560.4562762591471,954.3874045919265,864.0453516801032
270,270.0,0.798807,0.003773930391560043,560.5111799932228,956.1351407287068,865.8091571974135
271,271.0,0.798617,0.0035840203388762815,560.5660837272984,957.8825345071341,867.5726172085921
272,272.0,0.798401,0.0033681102861925494,560.620987461374,959.6295860277962,869.3357318151517
273,273.0,0.798401,0.0033682002335089223,560.6758911954497,961.37629539124,871.0985011185634
274,274.0,0.798412,0.0033792901808252784,560.7307949295254,963.1226626979688,872.8609252202549
275,275.0,0.798495,0.0034623801281415956,560.785698663601,964.8686880484513,874.6230042216183
276,276.0,0.798495,0.0034624700754579685,560.8406023976767,966.6143715431172,876.384738224007
277,277.0,0.798495,0.0034625600227743414,560.8955061317523,968.3597132823505,878.146127328728
278,278.0,0.798586,0.0035536499700907775,560.9504098658279,970.1047133665029,879.9071716370553
279,279.0,0.798731,0.003698739917407212,561.0053135999035,971.8493718958869,881.6678712502239
280,280.0,0.798586,0.0035538298647237454,561.0602173339792,973.5936889707693,883.4282262694228
281,281.0,0.798993,0.0039609198120401645,561.1151210680548,975.337664691385,885.188236795808
282,282.0,0.798567,0.003535009759356722,561.1700248021305,977.0812991579248,886.9479029304919
283,283.0,0.798799,0.003767099706673216,561.2249285362061,978.824592470541,888.7072247745473
284,284.0,0.798799,0.0037671896539897,561.2798322702818,980.5675447293488,890.4662024290101
285,285.0,0.799567,0.004535279601306064,561.3347360043574,982.3101560344198,892.224835994872
286,286.0,0.799567,0.004535369548622437,561.3896397384331,984.0524264857937,893.9831255730925
287,287.0,0.798932,0.0039004594959388683,561.4445434725087,985.7943561834642,895.7410712645845
288,288.0,0.798932,0.0039005494432553522,561.4994472065844,987.5359452273901,897.4986731702262
289,289.0,0.799141,0.004109639390571851,561.55435094066,989.2771937174875,899.2559313908521
290,290.0,0.800488,0.005456729337888211,561.6092546747357,991.0181017536353,901.0128460272595
291,291.0,0.800999,0.005967819285204623,561.6641584088113,992.7586694356773,902.7694171802102
292,292.0,0.803036,0.008004909232521062,561.719062142887,994.4988968634103,904.5256449504185
293,293.0,0.805927,0.010895999179837523,561.7739658769626,996.2387841366002,906.2815294385678
294,294.0,0.809832,0.014801089127154055,561.8288696110383,997.9783313549657,908.0370707452934
295,295.0,0.81404,0.019009179074470528,561.8837733451139,999.7175386181946,909.7922689711999
296,296.0,0.817769,0.022738269021786994,561.9386770791896,1001.4564060259294,911.5471242168456
297,297.0,0.821665,0.026634358969103378,561.9935808132652,1003.1949336777781,913.3016365827549
298,298.0,0.82425,0.02921944891641992,562.0484845473409,1004.9331216733073,915.0558061694094
299,299.0,0.824931,0.029900538863736337,562.1033882814164,1006.6709701120401,916.8096330772473
300,300.0,0.826099,0.03106862881105288,562.1582920154921,1008.408479093476,918.5631174066832
301,301.0,0.826459,0.03142871875836928,562.2131957495677,1010.1456487170601,920.3162592580762
302,302.0,0.826099,0.031068808705685624,562.2680994836434,1011.8824790822032,922.0690587317514
303,303.0,0.823781,0.028750898653001844,562.323003217719,1013.6189702882807,923.8215159279977
304,304.0,0.821653,0.026622988600318087,562.3779069517947,1015.3551224346274,925.5736309470633
305,305.0,0.81731,0.022280078547634363,562.4328106858703,1017.0909356205347,927.3254038891525
306,306.0,0.812916,0.017886168494950616,562.487714419946,1018.8264099452609,929.0768348544364
307,307.0,0.808403,0.013373258442266889,562.5426181540216,1020.5615455080239,930.8279239430449
308,308.0,0.805375,0.01034534838958312,562.5975218880973,1022.2963424080041,932.5786712550705
309,309.0,0.802201,0.007171438336899483,562.6524256221729,1024.0308007443389,934.3290768905617
310,310.0,0.799601,0.004571528284215698,562.7073293562486,1025.764920616133,936.079140949535
311,311.0,0.798714,0.0036846182315319886,562.7622330903242,1027.4987021224479,937.8288635319625
312,312.0,0.798556,0.003526708178848259,562.8171368243999,1029.2321453623078,939.5782447377787
313,313.0,0.798088,0.003058798126164497,562.8720405584755,1030.9652504346986,941.3272846668797
